dataset_checked,review_priority,dataset,semantic_column,canonical_aliases,original_column_names,variable_labels,first_wave_or_year,last_wave_or_year,wave_or_years,data_types,source_file_count_sum,merged_canonical_count,merge_method,review_status,decision_note
KLoSA,medium,KLoSA,w__Bb172_08,w__Bb172_08 | w__Bb175_07,w01Bb172_08 | w01Bb175_07,지난 1년간 3번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_09,w__Bb172_09 | w__Bb175_08,w01Bb172_09 | w01Bb175_08,지난 1년간 4번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_10,w__Bb172_10 | w__Bb175_09,w01Bb172_10 | w01Bb175_09,지난 1년간 5번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_11,w__Bb172_11 | w__Bb175_10,w01Bb172_11 | w01Bb175_10,지난 1년간 6번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_12,w__Bb172_12 | w__Bb175_11,w01Bb172_12 | w01Bb175_11,지난 1년간 7번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_13,w__Bb172_13 | w__Bb175_12,w01Bb172_13 | w01Bb175_12,지난 1년간 8번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_14,w__Bb172_14 | w__Bb175_13,w01Bb172_14 | w01Bb175_13,지난 1년간 9번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_15,w__Bb172_15 | w__Bb175_14,w01Bb172_15 | w01Bb175_14,지난 1년간 10번째 자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_16,w__Bb172_16 | w__Bb175_15,w01Bb172_16 | w01Bb175_15,지난 1년간 1번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_17,w__Bb172_17 | w__Bb175_16,w01Bb172_17 | w01Bb175_16,지난 1년간 2번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_18,w__Bb172_18 | w__Bb175_17,w01Bb172_18 | w01Bb175_17,지난 1년간 3번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_19,w__Bb172_19 | w__Bb175_18,w01Bb172_19 | w01Bb175_18,지난 1년간 4번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_20,w__Bb172_20 | w__Bb175_19,w01Bb172_20 | w01Bb175_19,지난 1년간 5번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_21,w__Bb172_21 | w__Bb175_20,w01Bb172_21 | w01Bb175_20,지난 1년간 6번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_22,w__Bb172_22 | w__Bb175_21,w01Bb172_22 | w01Bb175_21,지난 1년간 7번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_23,w__Bb172_23 | w__Bb175_22,w01Bb172_23 | w01Bb175_22,지난 1년간 8번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_24,w__Bb172_24 | w__Bb175_23,w01Bb172_24 | w01Bb175_23,지난 1년간 9번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_25,w__Bb172_25 | w__Bb175_24,w01Bb172_25 | w01Bb175_24,지난 1년간 10번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_26,w__Bb172_26 | w__Bb175_25,w01Bb172_26 | w01Bb175_25,지난 1년간 11번째 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_30,w__Bb172_30 | w__Bb175_29,w01Bb172_30 | w01Bb175_29,지난 1년간 배우자의 형제자매에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_31,w__Bb172_31 | w__Bb175_30,w01Bb172_31 | w01Bb175_30,지난 1년간 자녀의 배우자에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_32,w__Bb172_32 | w__Bb175_31,w01Bb172_32 | w01Bb175_31,지난 1년간 손자녀에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__Bb172_33,w__Bb172_33 | w__Bb175_32,w01Bb172_33 | w01Bb175_32,지난 1년간 기타 다른 친인척에 대한 총수발기간(단위: 주),1,1,1,raw,2,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__Bb173a01,rw01Bb173a01 | w__Bb173a01,rw01Bb173a01 | w01Bb173a01 | w02Bb173a01 | w03Bb173a01 | w04Bb173a01 | w05Bb173a01 | w06Bb173a01 | w07Bb173a01 | w08Bb173a01 | w09Bb173a01 | w10Bb173a01,응답자에게  도구적 일상활동수행(IADL) 수발 받은 가족의 이름: 어머니 | 응답자에게 도구적 일상활동수행(IADL) 수발을 받은 비동거가족_01 | 응답자에게 도구적 일상활동수행(IADL) 수발을 받은 비동거가족_01,1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured | structured,21,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__Bb173a02,rw01Bb173a02 | w__Bb173a02,rw01Bb173a02 | w01Bb173a02 | w02Bb173a02 | w03Bb173a02 | w05Bb173a02 | w07Bb173a02 | w08Bb173a02 | w09Bb173a02 | w10Bb173a02,응답자에게  도구적 일상활동수행(IADL) 수발 받은 가족의 이름: 아버지 | 응답자에게 도구적 일상활동수행(IADL) 수발을 받은 비동거가족_02 | 응답자에게 도구적 일상활동수행(IADL) 수발을 받은 비동거가족_02,1,10,"1,2,3,5,7,8,9,10",raw | structured | structured,14,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C003m08,w__C003m08 | w__C004m08,w01C004m08 | w02C004m08 | w03C004m08 | w04C004m08 | w05C004m08 | w06C004m08 | w07C004m08 | w08C004m08 | w09C004m08 | w10C004m08 | w08C003m08,판정받은 장애의 종류_⑧정신지체 | 판정받은 장애의 종류_⑧정신지체 | 판정받은 장애의 종류_⑧지적장애,1,10,"1,2,3,4,5,6,7,8,9,10",raw | raw | structured,21,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C004m10,w__C004m10 | w__C088m15 | w__C114m05 | w__C115m05 | w__Cb33m36 | w__Cc21m38,w01C004m10 | w05C004m10 | w06C004m10 | w07C004m10 | w08C004m10 | w09C004m10 | w10C004m10 | w01C088m15 | w05C088m15 | w06C088m15 | w07C088m15 | w08C088m15 | w09C088m15 | w10C088m15 | w01C114m05 | w05C114m05 | w06C114m05 | w07C114m05 | w08C114m05 | w09C114m05 | w01C115m05 | w05C115m05 | w06C115m05 | w07C115m05 | w08C115m05 | w09C115m05 | w01Cb33m36 | w01Cc21m38,그저께 식사여부_응답거절 | 응답거부 | 어제 식사여부_응답거절 | 응답거부 | 응답거부 | 응답거부 | 판정받은 장애의 종류_응답거절 | 응답거부 | 현재 통증을 느끼는 부위_응답거절,1,10,"1,5,6,7,8,9,10",raw | structured,48,6,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C004m11,w__C004m11 | w__C088m16 | w__C114m06 | w__C115m06 | w__Cb33m37 | w__Cc21m39,w01C004m11 | w05C004m11 | w06C004m11 | w07C004m11 | w08C004m11 | w09C004m11 | w10C004m11 | w01C088m16 | w05C088m16 | w06C088m16 | w07C088m16 | w08C088m16 | w09C088m16 | w10C088m16 | w01C114m06 | w05C114m06 | w06C114m06 | w07C114m06 | w08C114m06 | w09C114m06 | w01C115m06 | w05C115m06 | w06C115m06 | w07C115m06 | w08C115m06 | w09C115m06 | w01Cb33m37 | w01Cc21m39,그저께 식사여부_모름 | 모르겠음 | 모르겠음 | 모르겠음 | 어제 식사여부_모름 | 모르겠음 | 판정받은 장애의 종류_모름 | 모르겠음 | 현재 통증을 느끼는 부위_모름,1,10,"1,5,6,7,8,9,10",raw | structured,48,6,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C006,w__C006 | w__chronic_a,w01C006 | w02C006 | w03C006 | w04C006 | w05C006 | w06C006 | w07C006 | w08C006 | w09C006 | w10C006 | w01chronic_a | w02chronic_a | w03chronic_a | w04chronic_a | w05chronic_a | w06chronic_a | w07chronic_a | w08chronic_a | w09chronic_a | w10chronic_a,고혈압  진단여부 | 고혈압 진단여부 | 고혈압  진단여부 | 고혈압_진단 여부 | 지난 기본조사 이후의 고혈압 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C011,w__C011 | w__chronic_b,w01C011 | w02C011 | w03C011 | w04C011 | w05C011 | w06C011 | w07C011 | w08C011 | w09C011 | w10C011 | w01chronic_b | w02chronic_b | w03chronic_b | w04chronic_b | w05chronic_b | w06chronic_b | w07chronic_b | w08chronic_b | w09chronic_b | w10chronic_b,당뇨병  진단여부 | 당뇨병 진단여부 | 당뇨병  진단여부 | 당뇨병_진단 여부 | 지난 기본조사 이후의 당뇨병 또는 고혈당 진단 여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C016,w__C016 | w__chronic_c,w01C016 | w02C016 | w03C016 | w04C016 | w05C016 | w06C016 | w07C016 | w08C016 | w09C016 | w10C016 | w01chronic_c | w02chronic_c | w03chronic_c | w04chronic_c | w05chronic_c | w06chronic_c | w07chronic_c | w08chronic_c | w09chronic_c | w10chronic_c,암 또는 악성종양 진단 여부 | 암 및 악성종양  진단여부(경미한 피부암 등 제외) | 지난 기본조사 이후의 암 또는 악성종양 진단 여부 | 암 및 악성종양  진단여부(경미한 피부암 등 제외) | 암 및 악성종양 진단여부(경미한 피부암 등 제외),1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C023,w__C023 | w__chronic_d,w01C023 | w02C023 | w03C023 | w04C023 | w05C023 | w06C023 | w07C023 | w08C023 | w09C023 | w10C023 | w01chronic_d | w02chronic_d | w03chronic_d | w04chronic_d | w05chronic_d | w06chronic_d | w07chronic_d | w08chronic_d | w09chronic_d | w10chronic_d,만성 폐질환 진단여부 | 만성 폐질환 진단여부 | 지난 기본조사 이후의 만성 폐질환 진단여부 | 폐질환_진단 여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C028,w__C028 | w__chronic_e,w01C028 | w02C028 | w03C028 | w04C028 | w05C028 | w06C028 | w07C028 | w08C028 | w09C028 | w10C028 | w01chronic_e | w02chronic_e | w03chronic_e | w04chronic_e | w05chronic_e | w06chronic_e | w07chronic_e | w08chronic_e | w09chronic_e | w10chronic_e,간질환 진단여부 | 간질환 진단여부(지방간 제외) | 간질환 진단여부(지방간 제외) | 간질환_진단 여부 | 지난 기본조사 이후의 간질환 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C033,w__C033 | w__chronic_f,w01C033 | w02C033 | w03C033 | w04C033 | w05C033 | w06C033 | w07C033 | w08C033 | w09C033 | w10C033 | w01chronic_f | w02chronic_f | w03chronic_f | w04chronic_f | w05chronic_f | w06chronic_f | w07chronic_f | w08chronic_f | w09chronic_f | w10chronic_f,심장질환 진단여부 | 심장질환 진단여부 | 심장질환_진단 여부 | 지난 기본조사 이후의 심장질환 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C038,w__C038 | w__chronic_g,w01C038 | w02C038 | w03C038 | w04C038 | w05C038 | w06C038 | w07C038 | w08C038 | w09C038 | w10C038 | w01chronic_g | w02chronic_g | w03chronic_g | w04chronic_g | w05chronic_g | w06chronic_g | w07chronic_g | w08chronic_g | w09chronic_g | w10chronic_g,뇌혈관질환 진단여부 | 뇌혈관질환 진단여부 | 뇌혈관질환_진단 여부 | 지난 기본조사 이후의 뇌혈관질환 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C043,w__C043 | w__chronic_h,w01C043 | w02C043 | w03C043 | w04C043 | w05C043 | w06C043 | w07C043 | w08C043 | w09C043 | w10C043 | w01chronic_h | w02chronic_h | w03chronic_h | w04chronic_h | w05chronic_h | w06chronic_h | w07chronic_h | w08chronic_h | w09chronic_h | w10chronic_h,정신과적 질환관련 진단여부 | 정신과적 질환관련 진단여부 | 정신질환_진단 여부 | 지난 기본조사 이후의 정신과적 질환관련 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C048,w__C048 | w__chronic_i,w01C048 | w02C048 | w03C048 | w04C048 | w05C048 | w06C048 | w07C048 | w08C048 | w09C048 | w10C048 | w01chronic_i | w02chronic_i | w03chronic_i | w04chronic_i | w05chronic_i | w06chronic_i | w07chronic_i | w08chronic_i | w09chronic_i | w10chronic_i,관절염 및 류마티스 진단여부 | 관절염 및 류마티스 진단여부 | 관절염류마티스_진단 여부 | 지난 기본조사 이후의 관절염 또는 류마티스 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C063,w__C063 | w__chronic_j,w01C063 | w02C063 | w03C063 | w04C063 | w05C063 | w06C063 | w07C063 | w08C063 | w09C063 | w10C063 | w01chronic_j | w02chronic_j | w03chronic_j | w04chronic_j | w05chronic_j | w06chronic_j | w07chronic_j | w08chronic_j | w09chronic_j | w10chronic_j,전립선질환 진단여부 | 전립선질환 진단여부 | 전립선질환_진단 여부 | 지난 기본조사 이후의 전립선 질환 진단여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | structured,41,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C072,w__C072,w01C072 | w02C072 | w05C072 | w06C072 | w07C072 | w08C072 | w09C072 | w10C072,요실금_지난 한달 동안 15일 이상 요실금 경험 여부 | 지난 1개월간 15일 이상 요실금 경험 여부 | 지난 1개월간 15일 이상 요실금 경험여부,1,10,"1,2,5,6,7,8,9,10",raw | structured,17,1,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C074n,w__C074n | w__chronic_k,w05C074n | w06C074n | w07C074n | w08C074n | w09C074n | w10C074n | w05chronic_k | w06chronic_k | w07chronic_k | w08chronic_k | w09chronic_k | w10chronic_k,소화기계 질환 진단 여부 | 소화기계 질환 진단여부 | 소화기계 질환 진단 여부 | 지난 기본조사 이후소화기계 질환 진단 여부 | 지난 기본조사 이후의 소화기계 질환 진단 여부,5,10,"5,6,7,8,9,10",light | structured | raw | structured,25,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C075m,w__C075m | w__C075mn,w05C075mn | w06C075mn | w07C075mn | w08C075mn | w09C075mn | w10C075mn | w08C075m,소화기계 질환 진단 시기(단위: 월2자리) | 소화기계 질환 진단 시기(단위: 월2자리) | 처음 소화기계 질환 진단 시기(단위: 월2자리) | 처음 소화기계 질환 진단을 받은 시기(단위: 월2자리),5,10,"5,6,7,8,9,10",light | raw | structured | raw,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C075y,w__C075y | w__C075yn,w05C075yn | w06C075yn | w07C075yn | w08C075yn | w09C075yn | w10C075yn | w08C075y,소화기계 질환 진단 시기(단위: 년4자리) | 소화기계 질환 진단 시기(단위: 년4자리) | 처음 소화기계 질환 진단 시기(단위: 년4자리) | 처음 소화기계 질환 진단을 받은 시기(단위: 년4자리),5,10,"5,6,7,8,9,10",light | raw | structured | raw,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C078n,w__C078n | w__chronic_l,w05C078n | w06C078n | w07C078n | w08C078n | w09C078n | w10C078n | w05chronic_l | w06chronic_l | w07chronic_l | w08chronic_l | w09chronic_l | w10chronic_l,디스크 진단 여부 | 디스크 진단여부 | 디스크 질환 진단 여부 | 디스크 진단 여부 | 지난 기본조사 이후 디스크 진단 여부 | 지난 기본조사 이후의 디스크 진단 여부,5,10,"5,6,7,8,9,10",light | structured | raw | structured,25,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C079m,w__C079m | w__C079mn,w05C079mn | w06C079mn | w07C079mn | w08C079mn | w09C079mn | w10C079mn | w08C079m,디스크 진단 시기(단위: 월2자리) | 디스크 진단 시기(단위: 월2자리) | 처음 디스크 진단 시기(단위: 월2자리) | 처음 디스크 진단을 받은 시기(단위: 월2자리),5,10,"5,6,7,8,9,10",light | raw | structured | raw,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C079y,w__C079y | w__C079yn,w05C079yn | w06C079yn | w07C079yn | w08C079yn | w09C079yn | w10C079yn | w08C079y,디스크 진단 시기(단위: 년4자리) | 디스크 진단 시기(단위: 년4자리) | 처음 디스크 진단 시기(단위: 년4자리) | 처음 디스크 진단을 받은 시기(단위: 년4자리),5,10,"5,6,7,8,9,10",light | raw | structured | raw,19,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C104,w__C104 | w__c104,w01C104 | w04C104 | w05C104 | w08C104 | w09c104 | w10c104,기타 질병 | 기타 질병 내용 | 기타질병명 | 기타 질병 내용,1,10,"1,4,5,8,9,10",raw | raw | structured,9,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C110,w__C110 | w__C315 | w__C505m07 | w__C506 | w__D004 | w__D008 | w__D124 | w__D174 | w__D203 | w__D302 | w__D359 | w__D402 | w__D451 | w__D506 | w__D508 | w__D510 | w__D618 | w__c506 | w__d_com003 | w__d_com105 | w__d_com144 | w__d_com148,w01C506 | w05C506 | w08C506 | w09C506 | w10C506 | w01D004 | w04D004 | w08D004 | w09D004 | w10D004 | w01D008 | w02D008 | w03D008 | w04D008 | w05D008 | w06D008 | w07D008 | w08D008 | w09D008 | w10D008 | w01D124 | w02D124 | w03D124 | w04D124 | w05D124 | w06D124 | w07D124 | w08D124 | w09D124 | w10D124 | w01D174 | w02D174 | w03D174 | w04D174 | w05D174 | w06D174 | w07D174 | w08D174 | w09D174 | w10D174 | w01D203 | w02D203 | w03D203 | w04D203 | w05D203 | w06D203 | w07D203 | w08D203 | w09D203 | w10D203 | w01D302 | w04D302 | w08D302 | w09D302 | w10D302 | w01D359 | w01D402 | w02D402 | w03D402 | w04D402 | w05D402 | w06D402 | w07D402 | w08D402 | w09D402 | w10D402 | w01D451 | w01D506 | w02D506 | w03D506 | w04D506 | w05D506 | w06D506 | w07D506 | w08D506 | w09D506 | w10D506 | w01D508 | w04D508 | w08D508 | w09D508 | w10D508 | w01D510 | w02D510 | w03D510 | w04D510 | w05D510 | w06D510 | w07D510 | w08D510 | w09D510 | w10D510 | w01D618 | w01d_com105 | w02d_com105 | w03d_com105 | w04d_com105 | w05d_com105 | w06d_com105 | w07d_com105 | w08d_com105 | w09d_com105 | w10d_com105 | w01d_com144 | w02d_com144 | w03d_com144 | w04d_com144 | w05d_com144 | w06d_com144 | w07d_com144 | w08d_com144 | w09d_com144 | w10d_com144 | w02d_com003 | w03d_com003 | w04d_com003 | w05d_com003 | w06d_com003 | w07d_com003 | w08d_com003 | w09d_com003 | w10d_com003 | w02d_com148 | w03d_com148 | w04d_com148 | w05d_com148 | w06d_com148 | w07d_com148 | w08d_com148 | w09d_com148 | w10d_com148 | w04C110 | w05C110 | w08C110 | w09C110 | w10C110 | w04C315 | w05C315 | w08C315 | w09C315 | w10C315 | w04c506 | w10C505m07,"(구직자)구직활동 여부(구직자/비근로자)_4주 기준 | 구직활동 여부(구직자/비근로자)_4주 기준 | (신규 자영)창업 당시 비용 또는 투자액 | 창업 당시 비용 또는 투자액(신규자영업자) | (신규은퇴자)은퇴 당시 배우자 유무 | 은퇴 당시 배우자 유무(신규은퇴자) | (은퇴자)은퇴 전후의 생활 비교 | 은퇴 전후의 생활 비교(은퇴자) | 구직활동 여부(구직자/비근로자)_4주 기준 | 기타 이유 | 규칙적으로 운동을 하지 못하는 가장 큰 이유 기타 | 기타 이유 | 기타 내용(신규은퇴자) | 기타이유 | 기타 이유 | 기타 이유 | 기타 이유(신규무급가족종사자) | 기타 이유 | 기타(악력측정 미시행 이유) | 악력측정을 못한이유 기타 | 기타 이유 | 무료 건강검진을 받지 않은 이유 기타 | 기타 이유 | 은퇴 전후의 생활 비교(은퇴자) | 기타 이유 | 주당 평균 근로시간이 18시간 미만인 이유 기타 | 기타 이유 | 현 일자리에서의 계속근로 의향(임금근로자) | 기타이유 | 기타이유 | 은퇴 당시 배우자 유무(신규은퇴자) | 기타이유 | 지난 1차 조사 당시 미취업상태 확인 | 지난 기본조사 당시 미취업상태 확인 | 지난 직업력조사 당시 미취업상태 확인 | 기타이유 | 창업 당시 비용 또는 투자액(신규자영업자) | 기타이유 | 현 일자리의 근로시간이 짧다고 생각할 경우, 소득이 늘어나는 경우 근로시간을 늘릴 | 현 일자리의 근로시간이 짧다고 생각할 경우, 소득이 늘어나는 경우 근로시간을 늘릴 의향이 있는가에 대한 의견(임금근로자) | 악력측정을 못한 이유_⑦기타",1,10,"1,2,3,4,5,6,7,8,9,10",light | structured | raw | raw | structured | structured,189,22,normalized_label | normalized_name,needs_review,
KLoSA,medium,KLoSA,w__C114a,w__C114a | w__C133a,w01C114a | w05C133a,총 음주 기간 | 총 음주기간,1,5,"1,5",raw | structured,4,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C124m,w__C124m,w01C124m | w02C124m | w03C124m | w04C124m | w05C124m | w06C124m | w07C124m | w08C124m | w09C124m | w10C124m,음주 시작 시기(단위: 월2자리) | 음주 시작시기(단위: 월2자리),1,10,"1,2,3,4,5,6,7,8,9,10",light | raw | structured,31,1,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C124y,w__C124y,w01C124y | w02C124y | w03C124y | w04C124y | w05C124y | w06C124y | w07C124y | w08C124y | w09C124y | w10C124y,음주 시작 시기(단위: 년4자리) | 음주 시작시기(단위: 년4자리),1,10,"1,2,3,4,5,6,7,8,9,10",light | raw | structured,31,1,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C153,w__C153 | w__C160,w04C153 | w05C160 | w06C160 | w07C160 | w08C160 | w09C160 | w10C160,C1 도움정도,4,10,"4,5,6,7,8,9,10",raw | structured,14,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C154,w__C143a | w__C154 | w__C161,w01C143a | w04C154 | w05C161 | w06C161 | w07C161 | w08C161 | w09C161 | w10C161,C1 대리인관계,1,10,"1,4,5,6,7,8,9,10",raw | structured,16,3,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C225,w__C225 | w__c225,w04C225 | w05C225 | w06C225 | w07C225 | w08C225 | w09C225 | w10C225 | w06c225,C2 도움정도,4,10,"4,5,6,7,8,9,10",raw | structured | structured,15,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C226,w__C226 | w__c226,w04C226 | w05C226 | w06C226 | w07C226 | w08C226 | w09C226 | w10C226 | w06c226,C2 대리인관계,4,10,"4,5,6,7,8,9,10",raw | structured | structured,15,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C303,w__C303,w01C303 | w02C303 | w03C303 | w04C303 | w05C303 | w06C303 | w07C303 | w08C303 | w09C303 | w10C303,(직장가입자의 경우) 피보험자/피부양자 여부 | (직장가입자의 경우)피보험자/피부양자 여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | raw | structured,31,1,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C304,w__C304,w01C304 | w02C304 | w03C304 | w04C304 | w05C304 | w06C304 | w07C304 | w08C304 | w09C304 | w10C304,(지역가입자의 경우) 세대주 여부 | (지역가입자의 경우)세대주 여부,1,10,"1,2,3,4,5,6,7,8,9,10",light | raw | structured,31,1,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C314,w__C314,w01C314 | w02C314 | w03C314 | w04C314 | w05C314 | w06C314 | w07C314 | w08C314 | w09C314 | w10C314,무료 1차 건강검진을 받지 않은 이유 | 무료 건강검진을 받지 않은 이유 | 무료1차 건강검진을 받지 않은 이유,1,10,"1,2,3,4,5,6,7,8,9,10",raw | structured,21,1,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C322,w__C322 | w__C322n,w05C322n | w06C322n | w07C322n | w08C322n | w09C322 | w10C322,노인장기요양보험 미이용 이유_기타,5,10,"5,6,7,8,9,10",raw | structured,10,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C324_01,w__C324_01 | w__C342_01,w04C324_01 | w07C342_01 | w08C342_01 | w09C342_01 | w10C342_01,1번째 입원시 간병인 기타,4,10,"4,7,8,9,10",raw | raw | structured,9,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C324_02,w__C324_02 | w__C342_02,w04C324_02 | w07C342_02 | w08C342_02 | w09C342_02 | w10C342_02,2번째 입원시 간병인 기타,4,10,"4,7,8,9,10",raw | raw | structured,9,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C324_03,w__C324_03 | w__C342_03,w04C324_03 | w07C342_03 | w08C342_03 | w09C342_03 | w10C342_03,3번째 입원시 간병인 기타,4,10,"4,7,8,9,10",raw | raw | structured,9,2,normalized_label,needs_review,
KLoSA,medium,KLoSA,w__C326_08a1,w__C326_08a1 | w__C326_08a2,w02C326_08a1 | w10C326_08a1 | w06C326_08a2 | w09C326_08a2,8번째 입원시 1번째 간병인의 일일 간병시간(단위: 시간),2,10,"2,6,9,10",raw | structured,8,2,normalized_label,needs_review,
KLoSA,high,KLoSA,w__C333n,w__C333n | w__c333n,w05C333n | w08C333n | w09C333n | w10C333n | w06c333n,노인돌봄서비스사업 미이용 여부_기타 | 노인돌봄서비스사업 미이용 이유_기타 | 노인맞춤돌봄서비스사업 미이용 이유_기타 | 노인돌봄서비스사업 미이용 이유_기타,5,10,"5,6,8,9,10",raw | structured | structured,9,2,normalized_label,needs_review,
